Satis_ID,Tarih,Nokta_ID,Urun_ID,Miktar_Adet,Toplam_Litre
21548,2024-04-24 17:00:00,5047,1006,14,2.8000000000000003
21549,2024-04-24 21:00:00,5047,1001,2,0.4
21550,2024-04-24 09:00:00,5047,1005,29,29.0
21551,2024-05-01 09:00:00,5047,1001,14,2.8000000000000003
21552,2024-05-01 10:00:00,5047,1011,2,1.4
21553,2024-05-01 19:00:00,5047,1001,2,0.4
21554,2024-05-09 19:00:00,5047,1013,29,20.299999999999997
21555,2024-05-13 21:00:00,5047,1004,14,9.799999999999999
21556,2024-05-26 12:00:00,5047,1007,14,4.8999999999999995
21557,2024-05-30 15:00:00,5047,1002,2,0.7
21558,2024-05-30 11:00:00,5047,1003,58,29.0
21559,2024-05-30 16:00:00,5047,1005,14,14.0
21560,2024-05-30 12:00:00,5047,1013,2,1.4
21561,2024-06-07 17:00:00,5047,1007,14,4.8999999999999995
21562,2024-06-07 09:00:00,5047,1005,2,2.0
21563,2024-06-07 16:00:00,5047,1017,2,1.4
21564,2024-06-07 09:00:00,5047,1002,29,10.149999999999999
21565,2024-06-13 20:00:00,5047,1001,14,2.8000000000000003
21566,2024-06-19 14:00:00,5047,1006,2,0.4
21567,2024-06-21 21:00:00,5047,1015,2,1.4
21568,2024-06-21 20:00:00,5047,1011,2,1.4
21569,2024-06-21 09:00:00,5047,1004,2,1.4
21570,2024-06-21 16:00:00,5047,1005,2,2.0
21571,2024-06-27 19:00:00,5047,1001,58,11.600000000000001
21572,2024-07-03 14:00:00,5047,1002,14,4.8999999999999995
21573,2024-07-03 15:00:00,5047,1003,14,7.0
21574,2024-07-03 16:00:00,5047,1002,14,4.8999999999999995
21575,2024-07-03 11:00:00,5047,1008,2,1.0
21576,2024-07-04 11:00:00,5047,1009,14,9.799999999999999
21577,2024-07-04 18:00:00,5047,1010,14,14.0
21578,2024-07-12 10:00:00,5047,1001,2,0.4
21579,2024-07-12 09:00:00,5047,1005,2,2.0
21580,2024-07-12 14:00:00,5047,1002,2,0.7
21581,2024-07-21 18:00:00,5047,1009,2,1.4
21582,2024-07-30 19:00:00,5047,1007,14,4.8999999999999995
21583,2024-07-30 21:00:00,5047,1011,29,20.299999999999997
21584,2024-07-30 15:00:00,5047,1005,2,2.0
21585,2024-08-01 21:00:00,5047,1008,14,7.0
21586,2024-08-01 19:00:00,5047,1009,2,1.4
21587,2024-08-01 14:00:00,5047,1012,58,40.599999999999994
21588,2024-08-13 10:00:00,5047,1011,2,1.4
21589,2024-08-13 12:00:00,5047,1004,14,9.799999999999999
21590,2024-08-13 14:00:00,5047,1002,14,4.8999999999999995
21591,2024-08-14 15:00:00,5047,1004,2,1.4
21592,2024-08-14 14:00:00,5047,1004,2,1.4
21593,2024-08-18 14:00:00,5047,1010,29,29.0
21594,2024-09-12 16:00:00,5047,1014,2,0.7
21595,2024-09-12 13:00:00,5047,1005,2,2.0
21596,2024-09-12 20:00:00,5047,1018,2,1.4
21597,2024-09-12 09:00:00,5047,1001,2,0.4
21598,2024-09-21 17:00:00,5047,1016,2,2.0
21599,2024-09-21 19:00:00,5047,1006,2,0.4
21600,2024-09-25 20:00:00,5047,1005,2,2.0
21601,2024-09-25 19:00:00,5047,1006,29,5.800000000000001
21602,2024-09-25 18:00:00,5047,1010,2,2.0
21603,2024-09-26 10:00:00,5047,1003,2,1.0
21604,2024-09-26 19:00:00,5047,1009,58,40.599999999999994
21605,2024-09-26 09:00:00,5047,1001,2,0.4
21606,2024-09-26 21:00:00,5047,1004,14,9.799999999999999
21607,2024-10-02 16:00:00,5047,1003,2,1.0
21608,2024-10-02 14:00:00,5047,1001,2,0.4
21609,2024-10-02 10:00:00,5047,1005,58,58.0
21610,2024-10-08 11:00:00,5047,1006,14,2.8000000000000003
21611,2024-10-08 10:00:00,5047,1006,2,0.4
21612,2024-10-08 20:00:00,5047,1011,29,20.299999999999997
21613,2024-10-08 18:00:00,5047,1002,2,0.7
21614,2024-10-09 17:00:00,5047,1001,2,0.4
21615,2024-10-15 20:00:00,5047,1002,58,20.299999999999997
21616,2024-10-15 12:00:00,5047,1012,2,1.4
21617,2024-10-15 16:00:00,5047,1002,29,10.149999999999999
21618,2024-10-26 13:00:00,5047,1009,2,1.4
21619,2024-10-26 11:00:00,5047,1006,2,0.4
21620,2024-11-01 21:00:00,5047,1014,2,0.7
21621,2024-11-01 13:00:00,5047,1003,2,1.0
21622,2024-11-01 18:00:00,5047,1008,2,1.0
21623,2024-11-01 15:00:00,5047,1013,2,1.4
21624,2024-11-05 20:00:00,5047,1009,2,1.4
21625,2024-11-05 14:00:00,5047,1008,58,29.0
21626,2024-11-05 21:00:00,5047,1001,14,2.8000000000000003
21627,2024-11-05 15:00:00,5047,1013,29,20.299999999999997
21628,2024-11-08 12:00:00,5047,1006,2,0.4
21629,2024-11-08 19:00:00,5047,1008,2,1.0
21630,2024-11-08 09:00:00,5047,1005,29,29.0
21631,2024-11-08 14:00:00,5047,1014,14,4.8999999999999995
21632,2024-11-09 12:00:00,5047,1006,58,11.600000000000001
21633,2024-11-09 10:00:00,5047,1003,2,1.0
21634,2024-11-12 09:00:00,5047,1003,2,1.0
21635,2024-11-18 20:00:00,5047,1017,14,9.799999999999999
21636,2024-11-18 17:00:00,5047,1002,14,4.8999999999999995
21637,2024-11-18 21:00:00,5047,1002,2,0.7
21638,2024-12-02 19:00:00,5047,1002,2,0.7
21639,2024-12-03 19:00:00,5047,1003,2,1.0
21640,2024-12-05 21:00:00,5047,1004,29,20.299999999999997
21641,2024-12-05 11:00:00,5047,1001,29,5.800000000000001
21642,2024-12-05 11:00:00,5047,1011,29,20.299999999999997
21643,2024-12-10 09:00:00,5047,1003,14,7.0
21644,2024-12-10 12:00:00,5047,1007,2,0.7
21645,2024-12-10 18:00:00,5047,1002,14,4.8999999999999995
21646,2024-12-10 20:00:00,5047,1001,2,0.4
21647,2024-12-13 15:00:00,5047,1002,2,0.7
21648,2024-12-17 21:00:00,5047,1009,2,1.4
21649,2024-12-17 20:00:00,5047,1004,2,1.4
21650,2024-12-17 19:00:00,5047,1011,2,1.4
21651,2024-12-17 21:00:00,5047,1004,14,9.799999999999999
21652,2024-12-19 20:00:00,5047,1003,29,14.5
21653,2024-12-19 12:00:00,5047,1003,29,14.5
21654,2024-12-23 11:00:00,5047,1018,14,9.799999999999999
21655,2024-12-23 13:00:00,5047,1014,2,0.7
21656,2024-12-23 10:00:00,5047,1013,14,9.799999999999999
21657,2024-12-23 20:00:00,5047,1001,2,0.4
21658,2025-01-01 21:00:00,5047,1008,2,1.0
21659,2025-01-04 11:00:00,5047,1003,2,1.0
21660,2025-01-08 20:00:00,5047,1007,2,0.7
21661,2025-01-08 16:00:00,5047,1001,14,2.8000000000000003
21662,2025-01-08 13:00:00,5047,1006,29,5.800000000000001
21663,2025-01-10 19:00:00,5047,1005,2,2.0
21664,2025-01-10 10:00:00,5047,1001,2,0.4
21665,2025-01-10 16:00:00,5047,1016,2,2.0
21666,2025-01-11 17:00:00,5047,1006,2,0.4
21667,2025-01-18 13:00:00,5047,1003,14,7.0
21668,2025-01-18 17:00:00,5047,1005,58,58.0
21669,2025-02-02 16:00:00,5047,1002,58,20.299999999999997
21670,2025-02-07 15:00:00,5047,1009,2,1.4
21671,2025-02-12 15:00:00,5047,1008,2,1.0
21672,2025-02-12 15:00:00,5047,1010,14,14.0
21673,2025-02-12 19:00:00,5047,1002,2,0.7
21674,2025-02-24 09:00:00,5047,1010,14,14.0
21675,2025-02-27 21:00:00,5047,1004,14,9.799999999999999
21676,2025-02-27 14:00:00,5047,1007,2,0.7
21677,2025-02-27 14:00:00,5047,1005,2,2.0
21678,2025-02-28 12:00:00,5047,1007,14,4.8999999999999995
21679,2025-02-28 21:00:00,5047,1011,29,20.299999999999997
21680,2025-02-28 18:00:00,5047,1006,14,2.8000000000000003
21681,2025-02-28 12:00:00,5047,1018,2,1.4
21682,2025-03-04 20:00:00,5047,1016,2,2.0
21683,2025-03-04 19:00:00,5047,1006,2,0.4
21684,2025-03-04 21:00:00,5047,1007,14,4.8999999999999995
21685,2025-03-04 15:00:00,5047,1006,14,2.8000000000000003
21686,2025-03-12 15:00:00,5047,1017,2,1.4
21687,2025-03-12 13:00:00,5047,1017,2,1.4
21688,2025-03-12 15:00:00,5047,1012,2,1.4
21689,2025-03-16 11:00:00,5047,1002,2,0.7
21690,2025-03-18 10:00:00,5047,1003,14,7.0
21691,2025-03-18 17:00:00,5047,1003,14,7.0
21692,2025-03-18 12:00:00,5047,1008,2,1.0
21693,2025-03-18 14:00:00,5047,1001,14,2.8000000000000003
21694,2025-04-01 17:00:00,5047,1003,2,1.0
21695,2025-04-10 18:00:00,5047,1005,2,2.0
21696,2025-04-10 17:00:00,5047,1003,2,1.0
21697,2025-04-10 13:00:00,5047,1010,2,2.0
21698,2025-04-10 21:00:00,5047,1004,2,1.4
21699,2025-04-12 12:00:00,5047,1009,14,9.799999999999999
21700,2025-04-16 09:00:00,5047,1015,14,9.799999999999999
21701,2025-04-16 17:00:00,5047,1012,2,1.4
21702,2025-04-16 09:00:00,5047,1003,2,1.0
21703,2025-04-30 10:00:00,5047,1004,2,1.4
21704,2025-04-30 16:00:00,5047,1001,14,2.8000000000000003
21705,2025-05-06 14:00:00,5047,1009,14,9.799999999999999
21706,2025-05-06 17:00:00,5047,1010,29,29.0
21707,2025-05-08 19:00:00,5047,1005,14,14.0
21708,2025-05-08 09:00:00,5047,1004,14,9.799999999999999
21709,2025-05-08 15:00:00,5047,1003,2,1.0
21710,2025-05-08 19:00:00,5047,1010,14,14.0
21711,2025-05-14 14:00:00,5047,1007,2,0.7
21712,2025-05-14 17:00:00,5047,1001,2,0.4
21713,2025-05-14 13:00:00,5047,1003,2,1.0
21714,2025-05-14 13:00:00,5047,1008,14,7.0
21715,2025-05-19 14:00:00,5047,1010,2,2.0
21716,2025-06-13 14:00:00,5047,1004,14,9.799999999999999
21717,2025-06-13 14:00:00,5047,1004,14,9.799999999999999
21718,2025-06-13 19:00:00,5047,1004,14,9.799999999999999
21719,2025-06-13 16:00:00,5047,1009,29,20.299999999999997
21720,2025-06-17 11:00:00,5047,1005,29,29.0
21721,2025-06-17 20:00:00,5047,1010,2,2.0
21722,2025-06-17 21:00:00,5047,1004,2,1.4
21723,2025-06-17 13:00:00,5047,1012,2,1.4
21724,2025-07-02 11:00:00,5047,1010,2,2.0
21725,2025-07-02 20:00:00,5047,1012,2,1.4
21726,2025-07-04 10:00:00,5047,1017,2,1.4
21727,2025-07-04 15:00:00,5047,1017,2,1.4
21728,2025-07-04 09:00:00,5047,1010,2,2.0
21729,2025-07-10 13:00:00,5047,1002,14,4.8999999999999995
21730,2025-07-10 16:00:00,5047,1018,2,1.4
21731,2025-07-10 10:00:00,5047,1005,14,14.0
21732,2025-07-10 10:00:00,5047,1006,2,0.4
21733,2025-07-11 15:00:00,5047,1008,14,7.0
21734,2025-07-11 12:00:00,5047,1017,29,20.299999999999997
21735,2025-07-11 19:00:00,5047,1001,2,0.4
21736,2025-07-15 16:00:00,5047,1004,2,1.4
21737,2025-07-15 12:00:00,5047,1009,2,1.4
21738,2025-07-15 19:00:00,5047,1001,29,5.800000000000001
21739,2025-07-18 19:00:00,5047,1017,14,9.799999999999999
21740,2025-07-18 19:00:00,5047,1006,14,2.8000000000000003
21741,2025-07-18 10:00:00,5047,1008,2,1.0
21742,2025-07-18 09:00:00,5047,1010,2,2.0
21743,2025-07-28 16:00:00,5047,1010,14,14.0
21744,2025-08-13 11:00:00,5047,1007,29,10.149999999999999
21745,2025-08-16 14:00:00,5047,1001,2,0.4
21746,2025-08-22 09:00:00,5047,1015,14,9.799999999999999
21747,2025-08-22 14:00:00,5047,1018,14,9.799999999999999
21748,2025-08-22 20:00:00,5047,1009,2,1.4
21749,2025-08-22 14:00:00,5047,1004,2,1.4
21750,2025-08-24 11:00:00,5047,1004,14,9.799999999999999
21751,2025-08-24 13:00:00,5047,1005,2,2.0
21752,2025-08-24 18:00:00,5047,1005,14,14.0
21753,2025-08-24 16:00:00,5047,1002,2,0.7
21754,2025-08-31 16:00:00,5047,1005,2,2.0
21755,2025-08-31 13:00:00,5047,1002,14,4.8999999999999995
21756,2025-08-31 15:00:00,5047,1009,2,1.4
21757,2025-08-31 21:00:00,5047,1005,14,14.0
21758,2025-09-01 15:00:00,5047,1005,2,2.0
21759,2025-09-01 10:00:00,5047,1001,2,0.4
21760,2025-09-01 18:00:00,5047,1017,2,1.4
21761,2025-09-01 10:00:00,5047,1004,14,9.799999999999999
21762,2025-09-04 16:00:00,5047,1008,2,1.0
21763,2025-09-13 20:00:00,5047,1018,2,1.4
21764,2025-09-13 13:00:00,5047,1003,14,7.0
21765,2025-09-13 09:00:00,5047,1003,14,7.0
21766,2025-09-25 13:00:00,5047,1004,14,9.799999999999999
21767,2025-10-15 21:00:00,5047,1004,2,1.4
21768,2025-10-23 16:00:00,5047,1005,2,2.0
21769,2025-10-27 21:00:00,5047,1009,14,9.799999999999999
21770,2025-10-27 20:00:00,5047,1011,2,1.4
21771,2025-10-27 13:00:00,5047,1013,2,1.4
21772,2025-11-01 15:00:00,5047,1006,2,0.4
21773,2025-11-06 21:00:00,5047,1010,29,29.0
21774,2025-11-23 12:00:00,5047,1001,58,11.600000000000001
21775,2025-11-27 19:00:00,5047,1001,29,5.800000000000001
21776,2025-11-27 18:00:00,5047,1013,2,1.4
21777,2025-11-27 13:00:00,5047,1003,2,1.0
21778,2025-11-27 14:00:00,5047,1012,2,1.4
21779,2025-12-06 15:00:00,5047,1018,2,1.4
21780,2025-12-06 18:00:00,5047,1013,2,1.4
21781,2025-12-06 10:00:00,5047,1001,2,0.4
21782,2025-12-06 17:00:00,5047,1012,14,9.799999999999999
21783,2025-12-18 09:00:00,5047,1003,29,14.5
21784,2025-12-18 13:00:00,5047,1003,29,14.5
21785,2025-12-18 15:00:00,5047,1005,2,2.0
21786,2025-12-19 17:00:00,5047,1007,2,0.7
21787,2025-12-21 16:00:00,5047,1004,2,1.4
21788,2025-12-31 18:00:00,5047,1007,14,4.8999999999999995
21789,2025-12-31 21:00:00,5047,1002,14,4.8999999999999995
21790,2025-12-31 19:00:00,5047,1018,14,9.799999999999999
21791,2025-12-31 21:00:00,5047,1004,2,1.4
21792,2026-01-01 12:00:00,5047,1006,2,0.4
21793,2026-01-01 12:00:00,5047,1004,14,9.799999999999999
21794,2026-01-01 20:00:00,5047,1005,14,14.0
21795,2026-01-01 14:00:00,5047,1013,2,1.4
21796,2026-01-04 10:00:00,5047,1017,2,1.4
21797,2026-01-04 16:00:00,5047,1010,58,58.0
21798,2026-01-04 15:00:00,5047,1008,2,1.0
21799,2026-01-04 16:00:00,5047,1017,14,9.799999999999999
21800,2026-01-14 19:00:00,5047,1009,2,1.4
21801,2026-01-16 15:00:00,5047,1001,29,5.800000000000001
21802,2026-01-16 15:00:00,5047,1010,14,14.0
21803,2026-01-16 16:00:00,5047,1007,2,0.7
21804,2026-01-20 15:00:00,5047,1004,2,1.4
21805,2026-01-26 20:00:00,5047,1004,2,1.4
21806,2026-01-26 15:00:00,5047,1005,2,2.0
21807,2026-01-26 17:00:00,5047,1005,2,2.0
21808,2026-01-27 16:00:00,5047,1005,2,2.0
21809,2026-01-27 14:00:00,5047,1002,2,0.7
21810,2026-01-27 14:00:00,5047,1004,2,1.4
21811,2026-01-28 19:00:00,5047,1017,2,1.4
21812,2026-01-28 21:00:00,5047,1001,2,0.4
21813,2026-01-28 13:00:00,5047,1011,2,1.4
21814,2026-01-28 21:00:00,5047,1006,2,0.4
21815,2026-02-10 09:00:00,5047,1001,2,0.4
21816,2026-02-10 20:00:00,5047,1017,2,1.4
21817,2026-02-15 21:00:00,5047,1001,2,0.4
21818,2026-02-15 18:00:00,5047,1005,2,2.0
21819,2026-02-15 09:00:00,5047,1010,2,2.0
21820,2026-02-26 16:00:00,5047,1007,2,0.7
21821,2026-02-26 18:00:00,5047,1004,2,1.4
21822,2026-02-26 20:00:00,5047,1002,2,0.7
21823,2026-02-26 16:00:00,5047,1016,2,2.0
21824,2026-03-09 15:00:00,5047,1011,14,9.799999999999999
21825,2024-01-08 10:00:00,5048,1009,3,2.0999999999999996
21826,2024-01-08 15:00:00,5048,1003,7,3.5
21827,2024-01-11 18:00:00,5048,1010,1,1.0
21828,2024-01-13 17:00:00,5048,1013,1,0.7
21829,2024-01-13 11:00:00,5048,1003,3,1.5
21830,2024-01-18 09:00:00,5048,1010,3,3.0
21831,2024-01-19 16:00:00,5048,1001,3,0.6000000000000001
21832,2024-01-19 16:00:00,5048,1008,1,0.5
21833,2024-01-20 16:00:00,5048,1002,1,0.35
21834,2024-01-22 10:00:00,5048,1012,1,0.7
21835,2024-01-22 19:00:00,5048,1001,3,0.6000000000000001
21836,2024-01-23 20:00:00,5048,1006,1,0.2
21837,2024-01-25 11:00:00,5048,1004,1,0.7
21838,2024-01-29 18:00:00,5048,1003,3,1.5
21839,2024-01-29 10:00:00,5048,1010,3,3.0
21840,2024-02-02 11:00:00,5048,1005,1,1.0
21841,2024-02-02 12:00:00,5048,1003,3,1.5
21842,2024-02-03 20:00:00,5048,1011,1,0.7
21843,2024-02-03 20:00:00,5048,1018,7,4.8999999999999995
21844,2024-02-08 15:00:00,5048,1013,15,10.5
21845,2024-02-11 21:00:00,5048,1005,1,1.0
21846,2024-02-11 15:00:00,5048,1003,1,0.5
21847,2024-02-23 20:00:00,5048,1004,1,0.7
21848,2024-03-05 20:00:00,5048,1007,1,0.35
21849,2024-03-05 17:00:00,5048,1014,3,1.0499999999999998
21850,2024-03-06 13:00:00,5048,1001,1,0.2
21851,2024-03-06 12:00:00,5048,1005,3,3.0
21852,2024-03-09 11:00:00,5048,1009,1,0.7
21853,2024-03-11 11:00:00,5048,1003,3,1.5
21854,2024-03-11 12:00:00,5048,1015,3,2.0999999999999996
21855,2024-03-13 12:00:00,5048,1004,1,0.7
21856,2024-03-13 15:00:00,5048,1004,1,0.7
21857,2024-03-15 19:00:00,5048,1005,1,1.0
21858,2024-03-15 16:00:00,5048,1012,3,2.0999999999999996
21859,2024-03-16 14:00:00,5048,1018,1,0.7
21860,2024-03-21 14:00:00,5048,1008,3,1.5
21861,2024-03-21 14:00:00,5048,1006,3,0.6000000000000001
21862,2024-03-25 18:00:00,5048,1001,3,0.6000000000000001
21863,2024-03-26 17:00:00,5048,1003,3,1.5
21864,2024-03-26 09:00:00,5048,1005,1,1.0
21865,2024-03-27 16:00:00,5048,1009,7,4.8999999999999995
21866,2024-03-30 21:00:00,5048,1015,1,0.7
21867,2024-04-02 14:00:00,5048,1004,1,0.7
21868,2024-04-03 12:00:00,5048,1005,1,1.0
21869,2024-04-05 17:00:00,5048,1018,1,0.7
21870,2024-04-07 11:00:00,5048,1010,1,1.0
21871,2024-04-08 20:00:00,5048,1007,7,2.4499999999999997
21872,2024-04-08 17:00:00,5048,1009,7,4.8999999999999995
21873,2024-04-12 14:00:00,5048,1004,1,0.7
21874,2024-04-14 10:00:00,5048,1001,1,0.2
21875,2024-04-14 18:00:00,5048,1001,7,1.4000000000000001
21876,2024-04-16 15:00:00,5048,1017,3,2.0999999999999996
21877,2024-04-16 20:00:00,5048,1003,3,1.5
21878,2024-04-30 16:00:00,5048,1005,3,3.0
21879,2024-04-30 13:00:00,5048,1011,1,0.7
21880,2024-05-01 16:00:00,5048,1010,1,1.0
21881,2024-05-01 09:00:00,5048,1002,7,2.4499999999999997
21882,2024-05-03 15:00:00,5048,1010,7,7.0
21883,2024-05-03 12:00:00,5048,1004,15,10.5
21884,2024-05-04 14:00:00,5048,1011,1,0.7
21885,2024-05-05 09:00:00,5048,1002,3,1.0499999999999998
21886,2024-05-05 10:00:00,5048,1004,1,0.7
21887,2024-05-09 09:00:00,5048,1011,1,0.7
21888,2024-05-13 17:00:00,5048,1017,15,10.5
21889,2024-05-19 15:00:00,5048,1008,1,0.5
21890,2024-05-21 09:00:00,5048,1007,1,0.35
21891,2024-05-23 21:00:00,5048,1017,1,0.7
21892,2024-05-24 18:00:00,5048,1017,1,0.7
21893,2024-05-25 12:00:00,5048,1011,3,2.0999999999999996
21894,2024-05-27 14:00:00,5048,1015,15,10.5
21895,2024-05-27 15:00:00,5048,1007,1,0.35
21896,2024-05-28 21:00:00,5048,1006,1,0.2
21897,2024-05-28 18:00:00,5048,1006,1,0.2
21898,2024-06-01 18:00:00,5048,1007,1,0.35
21899,2024-06-01 18:00:00,5048,1004,1,0.7
21900,2024-06-02 14:00:00,5048,1013,1,0.7
21901,2024-06-02 17:00:00,5048,1005,1,1.0
21902,2024-06-05 19:00:00,5048,1002,1,0.35
21903,2024-06-05 18:00:00,5048,1006,1,0.2
21904,2024-06-08 16:00:00,5048,1004,1,0.7
21905,2024-06-13 13:00:00,5048,1016,1,1.0
21906,2024-06-13 19:00:00,5048,1016,1,1.0
21907,2024-06-15 14:00:00,5048,1012,3,2.0999999999999996
21908,2024-06-15 15:00:00,5048,1013,3,2.0999999999999996
21909,2024-06-16 11:00:00,5048,1011,1,0.7
21910,2024-06-17 16:00:00,5048,1017,1,0.7
21911,2024-06-17 15:00:00,5048,1005,1,1.0
21912,2024-06-22 21:00:00,5048,1003,1,0.5
21913,2024-06-22 21:00:00,5048,1006,1,0.2
21914,2024-06-23 12:00:00,5048,1003,1,0.5
21915,2024-06-25 18:00:00,5048,1001,1,0.2
21916,2024-06-25 14:00:00,5048,1007,1,0.35
21917,2024-06-27 18:00:00,5048,1010,7,7.0
21918,2024-06-27 14:00:00,5048,1001,1,0.2
21919,2024-06-28 14:00:00,5048,1003,1,0.5
21920,2024-07-02 13:00:00,5048,1005,1,1.0
21921,2024-07-04 17:00:00,5048,1008,1,0.5
21922,2024-07-04 12:00:00,5048,1004,1,0.7
21923,2024-07-08 19:00:00,5048,1011,1,0.7
21924,2024-07-08 17:00:00,5048,1005,3,3.0
21925,2024-07-11 10:00:00,5048,1004,1,0.7
21926,2024-07-11 15:00:00,5048,1001,3,0.6000000000000001
21927,2024-07-13 15:00:00,5048,1013,1,0.7
21928,2024-07-13 15:00:00,5048,1001,1,0.2
21929,2024-07-15 18:00:00,5048,1009,1,0.7
21930,2024-07-15 15:00:00,5048,1006,1,0.2
21931,2024-07-18 16:00:00,5048,1001,1,0.2
21932,2024-07-18 12:00:00,5048,1007,1,0.35
21933,2024-07-19 19:00:00,5048,1006,1,0.2
21934,2024-07-19 09:00:00,5048,1008,7,3.5
21935,2024-07-22 21:00:00,5048,1004,3,2.0999999999999996
21936,2024-07-25 19:00:00,5048,1011,1,0.7
21937,2024-07-25 14:00:00,5048,1008,1,0.5
21938,2024-07-29 21:00:00,5048,1012,3,2.0999999999999996
21939,2024-08-01 09:00:00,5048,1006,1,0.2
21940,2024-08-03 21:00:00,5048,1005,1,1.0
21941,2024-08-03 09:00:00,5048,1004,7,4.8999999999999995
21942,2024-08-08 14:00:00,5048,1015,1,0.7
21943,2024-08-16 21:00:00,5048,1001,1,0.2
21944,2024-08-16 09:00:00,5048,1007,1,0.35
21945,2024-08-19 10:00:00,5048,1017,1,0.7
21946,2024-08-19 12:00:00,5048,1012,1,0.7
21947,2024-08-21 16:00:00,5048,1002,1,0.35
21948,2024-08-22 16:00:00,5048,1006,1,0.2
21949,2024-08-23 12:00:00,5048,1009,1,0.7
21950,2024-08-24 09:00:00,5048,1004,7,4.8999999999999995
21951,2024-08-25 18:00:00,5048,1007,3,1.0499999999999998
21952,2024-08-25 11:00:00,5048,1008,3,1.5
21953,2024-08-27 12:00:00,5048,1003,3,1.5
21954,2024-08-29 20:00:00,5048,1012,1,0.7
21955,2024-08-30 13:00:00,5048,1017,15,10.5
21956,2024-09-02 17:00:00,5048,1002,3,1.0499999999999998
21957,2024-09-04 16:00:00,5048,1005,1,1.0
21958,2024-09-06 15:00:00,5048,1010,1,1.0
21959,2024-09-07 12:00:00,5048,1009,1,0.7
21960,2024-09-12 15:00:00,5048,1003,7,3.5
21961,2024-09-12 21:00:00,5048,1002,1,0.35
21962,2024-09-13 17:00:00,5048,1017,1,0.7
21963,2024-09-17 19:00:00,5048,1012,1,0.7
21964,2024-09-17 19:00:00,5048,1011,1,0.7
21965,2024-09-20 12:00:00,5048,1011,1,0.7
21966,2024-09-26 17:00:00,5048,1001,1,0.2
21967,2024-09-29 18:00:00,5048,1012,1,0.7
21968,2024-09-30 19:00:00,5048,1010,1,1.0
21969,2024-10-01 10:00:00,5048,1014,7,2.4499999999999997
21970,2024-10-04 14:00:00,5048,1002,3,1.0499999999999998
21971,2024-10-04 12:00:00,5048,1012,3,2.0999999999999996
21972,2024-10-05 15:00:00,5048,1005,3,3.0
21973,2024-10-07 09:00:00,5048,1010,1,1.0
21974,2024-10-09 12:00:00,5048,1008,1,0.5
21975,2024-10-10 15:00:00,5048,1013,7,4.8999999999999995
21976,2024-10-10 16:00:00,5048,1005,3,3.0
21977,2024-10-13 16:00:00,5048,1006,1,0.2
21978,2024-10-15 21:00:00,5048,1009,1,0.7
21979,2024-10-15 15:00:00,5048,1009,1,0.7
21980,2024-10-17 13:00:00,5048,1008,1,0.5
21981,2024-10-19 10:00:00,5048,1011,3,2.0999999999999996
21982,2024-10-19 10:00:00,5048,1009,3,2.0999999999999996
21983,2024-10-21 09:00:00,5048,1013,1,0.7
21984,2024-10-27 17:00:00,5048,1012,15,10.5
21985,2024-10-28 12:00:00,5048,1004,3,2.0999999999999996
21986,2024-10-28 15:00:00,5048,1010,1,1.0
21987,2024-10-29 09:00:00,5048,1004,1,0.7
21988,2024-10-29 19:00:00,5048,1002,1,0.35
21989,2024-10-31 18:00:00,5048,1007,1,0.35
21990,2024-11-03 13:00:00,5048,1012,1,0.7
21991,2024-11-03 20:00:00,5048,1011,7,4.8999999999999995
21992,2024-11-07 13:00:00,5048,1003,1,0.5
21993,2024-11-07 19:00:00,5048,1003,1,0.5
21994,2024-11-08 12:00:00,5048,1017,1,0.7
21995,2024-11-09 11:00:00,5048,1003,1,0.5
21996,2024-11-13 16:00:00,5048,1012,1,0.7
21997,2024-11-13 09:00:00,5048,1005,1,1.0
21998,2024-11-14 09:00:00,5048,1016,15,15.0
21999,2024-11-14 20:00:00,5048,1006,1,0.2
22000,2024-11-18 13:00:00,5048,1008,1,0.5
22001,2024-11-21 15:00:00,5048,1011,3,2.0999999999999996
22002,2024-11-22 09:00:00,5048,1002,3,1.0499999999999998
22003,2024-11-27 16:00:00,5048,1004,15,10.5
22004,2024-11-30 12:00:00,5048,1010,3,3.0
22005,2024-12-01 18:00:00,5048,1003,1,0.5
22006,2024-12-01 15:00:00,5048,1002,1,0.35
22007,2024-12-02 21:00:00,5048,1005,3,3.0
22008,2024-12-02 16:00:00,5048,1010,1,1.0
22009,2024-12-03 14:00:00,5048,1017,1,0.7
22010,2024-12-03 16:00:00,5048,1002,1,0.35
22011,2024-12-07 10:00:00,5048,1004,1,0.7
22012,2024-12-07 20:00:00,5048,1005,7,7.0
22013,2024-12-10 15:00:00,5048,1003,3,1.5
22014,2024-12-10 21:00:00,5048,1004,7,4.8999999999999995
22015,2024-12-12 17:00:00,5048,1003,15,7.5
22016,2024-12-12 21:00:00,5048,1005,1,1.0
22017,2024-12-14 13:00:00,5048,1009,1,0.7
22018,2024-12-14 19:00:00,5048,1004,1,0.7
22019,2024-12-16 09:00:00,5048,1009,7,4.8999999999999995
22020,2024-12-19 21:00:00,5048,1001,1,0.2
22021,2024-12-19 14:00:00,5048,1004,1,0.7
22022,2024-12-20 21:00:00,5048,1008,7,3.5
22023,2024-12-21 11:00:00,5048,1011,1,0.7
22024,2024-12-21 17:00:00,5048,1005,7,7.0
22025,2024-12-29 10:00:00,5048,1009,3,2.0999999999999996
22026,2024-12-29 10:00:00,5048,1003,1,0.5
